Test Name,Expected Status,Status,Error Message
library/video.spec.ts › screencast › should record video with the requested fps,passed,unexpected,Error: No frame data in the output: ffmpeg version n7.0.1-playwright-build-1011 Copyright (c) 2000-2024 the FFmpeg developers built with gcc 9 (Ubuntu 9.4.0-1ubuntu1~20.04.2) configuration: --pkg-config=pkg-config --pkg-config-flags=--static --extra-cflags=-I//root/prefix/include --extra-ldflags='-L//root/prefix/lib -static' --prefix=/root/prefix --bindir=/root/ffmpeg/bin --extra-version=playwright-build-1011 --disable-debug --disable-autodetect --disable-everything --enable-ffmpeg --enable-protocol=pipe --enable-protocol=file --enable-parser=mjpeg --enable-decoder=mjpeg --enable-demuxer=image2pipe --enable-filter=pad --enable-filter=crop --enable-filter=scale --enable-muxer=webm --enable-libvpx --enable-static --enable-encoder=libvpx_vp8 --enable-decoder=libvpx_vp8 --enable-demuxer=matroska --enable-encoder=png --enable-zlib --enable-muxer=image2 --disable-iconv --disable-bzlib libavutil 59. 8.100 / 59. 8.100 libavcodec 61. 3.100 / 61. 3.100 libavformat 61. 1.100 / 61. 1.100 libavdevice 61. 1.100 / 61. 1.100
library/video.spec.ts › screencast › should emulate an iphone,passed,unexpected,Error: No frame data in the output: ffmpeg version n7.0.1-playwright-build-1011 Copyright (c) 2000-2024 the FFmpeg developers built with gcc 9 (Ubuntu 9.4.0-1ubuntu1~20.04.2) configuration: --pkg-config=pkg-config --pkg-config-flags=--static --extra-cflags=-I//root/prefix/include --extra-ldflags='-L//root/prefix/lib -static' --prefix=/root/prefix --bindir=/root/ffmpeg/bin --extra-version=playwright-build-1011 --disable-debug --disable-autodetect --disable-everything --enable-ffmpeg --enable-protocol=pipe --enable-protocol=file --enable-parser=mjpeg --enable-decoder=mjpeg --enable-demuxer=image2pipe --enable-filter=pad --enable-filter=crop --enable-filter=scale --enable-muxer=webm --enable-libvpx --enable-static --enable-encoder=libvpx_vp8 --enable-decoder=libvpx_vp8 --enable-demuxer=matroska --enable-encoder=png --enable-zlib --enable-muxer=image2 --disable-iconv --disable-bzlib libavutil 59. 8.100 / 59. 8.100 libavcodec 61. 3.100 / 61. 3.100 libavformat 61. 1.100 / 61. 1.100 libavdevice 61. 1.100 / 61. 1.100
library/video.spec.ts › screencast › should capture full viewport,skipped,skipped,fixme: The square is not on the video
library/video.spec.ts › screencast › should capture full viewport on hidpi,skipped,skipped,fixme: The square is not on the video
library/video.spec.ts › screencast › should work with video+trace,skipped,skipped,fixme: different trace screencast image size
library/web-socket.spec.ts › should emit close events,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should emit frame events,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should filter out the close events when the server closes with a message,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should pass self as argument to close event,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should emit binary frame events,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should emit error,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should not have stray error events,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should reject waitForEvent on socket close,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should reject waitForEvent on page close,passed,unexpected,Test timeout of 15000ms exceeded.
library/web-socket.spec.ts › should turn off when offline,skipped,skipped,fixme
page/elementhandle-click.spec.ts › should work for TextNodes,passed,unexpected,"Error: elementHandle.click: TypeError: node.scrollIntoView is not a function Call log:  - attempting click action  - waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed"
page/elementhandle-content-frame.spec.ts › should work for cross-frame evaluations,passed,unexpected,Error: elementHandle.contentFrame: Element is not attached to the DOM
page/elementhandle-query-selector.spec.ts › should work for adopted elements,passed,unexpected,Error: elementHandle.$: Unable to adopt element handle from a different document
page/elementhandle-screenshot.spec.ts › element screenshot › should not issue resize event,passed,unexpected,Error: expect(received).toBeFalsy() Received: true
page/elementhandle-scroll-into-view.spec.ts › should throw for detached element,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'message')
page/elementhandle-scroll-into-view.spec.ts › should wait for display:none to become visible,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/elementhandle-scroll-into-view.spec.ts › should scroll display:contents into view,passed,unexpected,Error: expect(received).toBeLessThan(expected) Expected: < 1 Received: 350
page/elementhandle-scroll-into-view.spec.ts › should wait for nested display:none to become visible,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/elementhandle-scroll-into-view.spec.ts › should timeout waiting for visible,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'message')
page/expect-matcher-result.spec.ts › toHaveScreenshot should populate matcherResult,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/page/expect-matcher-result.spec.ts-snapshots/screenshot-sanity-bidi-chromium.png, writing actual."
page/expect-misc.spec.ts › should report page close reason when page closes during expect,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""Bye bye."" Received string: ""expect(locator).toHaveText(expected) failed· Locator: locator('non-existent') Expected: \""world\"" Received: \""\"" Timeout: 10000ms· Call log:  - Expect \""toHaveText\"" locator('non-existent') with timeout 10000ms  - waiting for locator('non-existent') """
page/frame-evaluate.spec.ts › should dispose context on navigation,passed,unexpected,TypeError: Cannot read properties of undefined (reading '_contextIdToContext')
page/frame-evaluate.spec.ts › should dispose context on cross-origin navigation,passed,unexpected,TypeError: Cannot read properties of undefined (reading '_contextIdToContext')
page/frame-evaluate.spec.ts › should allow cross-frame element handles,passed,unexpected,Error: page.evaluate: Unable to adopt element handle from a different document
page/frame-hierarchy.spec.ts › should persist mainFrame on cross-process navigation,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-43.0""} C5D6799EE2E63CFBA13097DE8CA5F424 call rejected because the connection has been closed."
page/frame-hierarchy.spec.ts › should not send attach/detach events for main frame,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 9EDF560D03D4B28C07BBF0C916805F4A call rejected because the connection has been closed."
page/frame-hierarchy.spec.ts › should support framesets,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 5 Received: 3
page/frame-hierarchy.spec.ts › should report different frame instance when frame re-attaches,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-7.0""} 17AB31F9D5974A0F14B171D01ABF8BD6 call rejected because the connection has been closed."
page/frame-hierarchy.spec.ts › should refuse to display x-frame-options:deny iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/frame-hierarchy.spec.ts › should return frame.page(),passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-6.0""} 4C588394115D7FB0C7C5DAC2D70691D8 call rejected because the connection has been closed."
page/interception.spec.ts › should intercept network activity from worker,passed,unexpected,Test timeout of 15000ms exceeded.
page/interception.spec.ts › should intercept worker requests when enabled after worker creation,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""intercepted"" Received: ""failed to intercept"""
page/jshandle-to-string.spec.ts › should beautifully render sparse arrays,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""[empty, 1, empty x 8, 2, empty x 89, 3]"" Received: ""[undefined, 1, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, 2, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefi"
page/locator-misc-2.spec.ts › should take screenshot,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/page/locator-misc-2.spec.ts-snapshots/screenshot-element-bounding-box-bidi-chromium.png, writing actual."
page/locator-query.spec.ts › should enforce same frame for has/leftOf/rightOf/above/below/near,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-214.0""} 23C20F8E944EFD92598B17FF798D9281 call rejected because the connection has been closed."
page/network-post-data.spec.ts › should return correct postData buffer for utf-8 body,passed,unexpected,TypeError: Cannot read properties of null (reading 'equals')
page/network-post-data.spec.ts › should return post data w/o content-type @smoke,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""value"": 42} Received: null"
page/network-post-data.spec.ts › should throw on invalid JSON in post data,passed,unexpected,TypeError: Cannot read properties of undefined (reading 'message')
page/network-post-data.spec.ts › should return post data for PUT requests,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""value"": 42} Received: null"
page/page-add-init-script.spec.ts › init script should run only once in iframe,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-53.0""} AFFD1343C38F10CDB32BA2C3DA5375F0 call rejected because the connection has been closed."
page/page-add-locator-handler.spec.ts › should work with toHaveScreenshot,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/page/page-add-locator-handler.spec.ts-snapshots/screenshot-grid-bidi-chromium.png, writing actual."
page/page-add-script-tag.spec.ts › should throw when added with content to the CSP page,passed,unexpected,Error: expect(received).toBeTruthy() Received: null
page/page-autowaiting-basic.spec.ts › should await navigation when clicking anchor,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-9.0""} EB73C1FB38D6EA2EB9B228E0CC4B738C call rejected because the connection has been closed."
page/page-autowaiting-basic.spec.ts › should await cross-process navigation when clicking anchor,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 6B44CBCAD3C712A4A6DFCDF4B9F3DF17 call rejected because the connection has been closed."
page/page-autowaiting-basic.spec.ts › should await form-get on click,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} AB75EFC19B60BAABD8A4DC8A4E5A47D7 call rejected because the connection has been closed."
page/page-autowaiting-basic.spec.ts › should await form-post on click,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""route|navigated|click"" Received: ""click|route|navigated"""
page/page-autowaiting-basic.spec.ts › should work with noWaitAfter: true,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-1.0""} 505A50AE53A6126F0558566280D49C0C call rejected because the connection has been closed."
page/page-autowaiting-basic.spec.ts › should work with waitForLoadState(load),passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-4.0""} 02B31B050715422463253743030C1DC5 call rejected because the connection has been closed."
page/page-autowaiting-basic.spec.ts › should work with goto following click,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} FF0499C018F618DCFEDF12A0F52386C0 call rejected because the connection has been closed."
page/page-autowaiting-no-hang.spec.ts › calling window.stop async,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-76.0""} 620B9814C1C09380A74583CDAB6518F2 call rejected because the connection has been closed."
page/page-autowaiting-no-hang.spec.ts › clicking a link intercepted by the Navigation API same-document,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""/other"" Received: ""/intercept.html"""
page/page-click-scroll.spec.ts › should scroll into view display:contents,passed,unexpected,"TimeoutError: page.click: Timeout 5000ms exceeded. Call log:  - waiting for locator('text=click me')  - locator resolved to <button onclick=""window._clicked=true;"">click me</button>  - attempting click action  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 20ms  2 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible  - retrying click action  - waiting 100ms  9 × waiting for element to be visible, enabled and stable  - element is visible, enabled and stable  - scrolling into view if needed  - done scrolling  - element is not visible "
page/page-click-scroll.spec.ts › should scroll into view display:contents with position,skipped,skipped,fixme: DOM.getBoxModel does not work for display:contents
page/page-click.spec.ts › should issue clicks in parallel in page and popup,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-click.spec.ts › should click the button with fixed position inside an iframe,skipped,skipped,fixme
page/page-click.spec.ts › should not hang when frame is detached,passed,unexpected,"Error: expect(received).toMatch(expected) Expected pattern: /frame got detached|Frame was detached/ Received string: ""frame.click: Execution context was destroyed, most likely because of a navigation Call log:  - waiting for locator('button')  - locator resolved to <button>Click target</button>  - attempting click action  2 × waiting for element to be visible, enabled and stable  - element is not stable  - retrying click action  - waiting 20ms  2 × waiting for element to be visible, enabled and stable  - element is not stable  - retrying click action  - waiting 100ms  2 × waiting for element to be visible, enabled and stable  - element is not stable  - retrying click action"
page/page-click.spec.ts › should not retain removed iframe after clicking inside it,passed,unexpected,Error: page.requestGC: Method not implemented.
page/page-click.spec.ts › should click in a transformed iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-click.spec.ts › should click in a transformed iframe with force,passed,unexpected,Error: locator.click: Element is not visible Call log:  - waiting for locator('iframe').contentFrame().locator('div')  - locator resolved to <div>Target</div>  - attempting click action  - scrolling into view if needed  - done scrolling
page/page-click.spec.ts › should click in a nested transformed iframe,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-click.spec.ts › should set PointerEvent.pressure on pointerdown,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: ArrayContaining [[""pointerdown"", 0.5], [""pointerup"", 0]] Received: [[""pointerdown"", 0], [""pointerup"", 0]]"
page/page-click.spec.ts › should set PointerEvent.pressure on pointermove,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: ArrayContaining [[0, 250, 250], [0, 10, 10], [0.5, 250, 250], [0, 50, 50]] Received: [[0, 250, 250], [0, 10, 10], [0, 250, 250], [0, 50, 50]]"
page/page-drag.spec.ts › Drag and drop › should not send dragover on the first mousemove,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 1 @@ -2,6 +2,7 @@  ""mousemove at 120;86"",  ""mousedown at 120;86"",  ""mousemove at 240;350"",  ""dragstart at 120;86"",  ""dragenter at 240;350"", + ""dragover at 240;350"",  ]"
page/page-drag.spec.ts › Drag and drop › should cancel on escape,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 2 @@ -2,8 +2,10 @@  ""mousemove at 120;86"",  ""mousedown at 120;86"",  ""mousemove at 240;350"",  ""dragstart at 120;86"",  ""dragenter at 240;350"", + ""dragover at 240;350"", + ""dragleave at 240;350"",  ""dragend"",  ""mouseup at 240;350"",  ]"
page/page-drag.spec.ts › Drag and drop › iframe › should drag into an iframe,skipped,skipped,fixme: implement dragging with iframes
page/page-drag.spec.ts › Drag and drop › iframe › should drag out of an iframe,skipped,skipped,fixme: implement dragging with iframes
page/page-drag.spec.ts › should handle custom dataTransfer,passed,unexpected,"Error: expect(received).resolves.toEqual(expected) // deep equality - Expected - 0 + Received + 1  Object {  ""data"": ""Hello World"",  ""types"": Array [ + ""chromium/x-drag-id"",  ""custom-type"",  ],  }"
page/page-emulate-media.spec.ts › should emulate type @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/page-emulate-media.spec.ts › should emulate colorScheme should work @smoke,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should default to light,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should work during navigation,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should change the actual colors in css,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""rgb(0, 0, 0)"" Received: ""rgb(255, 255, 255)"""
page/page-emulate-media.spec.ts › should emulate reduced motion,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-emulate-media.spec.ts › should keep reduced motion and color emulation after reload,passed,unexpected,Error: expect(received).toEqual(expected) // deep equality Expected: true Received: false
page/page-emulate-media.spec.ts › should emulate forcedColors ,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: false Received: true
page/page-emulate-media.spec.ts › should emulate contrast ,passed,unexpected,"Error: Expected ""(prefers-contrast: no-preference)"" not to match, but it did"
page/page-evaluate.spec.ts › should throw when evaluation triggers reload,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""navigation"" Received string: ""page.evaluate: Protocol error (script.callFunction): unknown error Message: Inspected target navigated or closed"""
page/page-evaluate.spec.ts › should throw a nice error after a navigation,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""navigation"" Received string: ""page.evaluate: Protocol error (script.callFunction): unknown error Message: Inspected target navigated or closed"""
page/page-evaluate.spec.ts › should not throw an error when evaluation does a navigation,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-4.0""} 85A0ABDD5E82FAC46A074ED28E5894A8 call rejected because the connection has been closed."
page/page-event-console.spec.ts › should trigger correct Log,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-event-network.spec.ts › should resolve responses after a navigation,skipped,skipped,fixme
page/page-event-pageerror.spec.ts › should handle object,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""Object"" Received: ""[object Object]"""
page/page-event-pageerror.spec.ts › should handle window,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""Window"" Received: ""[object Window]"""
page/page-event-request.spec.ts › should report requests and responses handled by service worker,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-event-request.spec.ts › should report requests and responses handled by service worker with routing,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-event-request.spec.ts › should report navigation requests and responses handled by service worker with routing,passed,unexpected,TypeError: Cannot read properties of null (reading 'url')
page/page-event-request.spec.ts › should fire requestfailed when intercepting race,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-expose-function.spec.ts › should work with busted Array.prototype.map/push,passed,unexpected,Error: page.evaluate: TypeError: queue.push is not a function
page/page-focus.spec.ts › should emit blur event,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
page/page-goto.spec.ts › should work @smoke,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} FBB77DB96A04F4A9AA02EFB3C8A08789 call rejected because the connection has been closed."
page/page-goto.spec.ts › should use http for no protocol,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-13.0""} 25C969AE51F9C1A5A93D57E0450642D6 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work cross-process,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-4.0""} 368F0229BD46C97D1BE7C6CB4FFC7B27 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with Cross-Origin-Opener-Policy,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-5.0""} C771CCB78081324D09C9FFAB85242838 call rejected because the connection has been closed."
page/page-goto.spec.ts › should capture cross-process iframe navigation request,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-18.0""} A32E4F70E3B89ED11A3994A1D7513A1D call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with anchor navigation,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-4.0""} 5AA22855D11F1EBCBF5189AC69338B71 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with redirects,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 2F6ABAEC5DC02A383C7C72C124A8D127 call rejected because the connection has been closed."
page/page-goto.spec.ts › should return response when page changes its URL after load,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} E3A67A30C1D9C69DA581E2E3B6C53806 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with subframes return 204,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 48A19363FFEF1FCF58495D21FD5E5797 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with subframes return 204 with domcontentloaded,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} C2E09D6EE687C34D037277C6C3A71027 call rejected because the connection has been closed."
page/page-goto.spec.ts › should navigate to empty page with domcontentloaded,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} 8AA68B4E04FAB1F2FF0238B16AE71D08 call rejected because the connection has been closed."
page/page-goto.spec.ts › should fail when replaced by another navigation,passed,unexpected,"Error: expect(received).toContain(expected) // indexOf Expected substring: ""net::ERR_ABORTED"" Received string: ""page.goto: Protocol error (browsingContext.navigate): unknown error Message: navigation canceled by concurrent navigation at http://localhost:11047/empty.html Call log:  - navigating to \""http://localhost:11047/empty.html\"", waiting until \""load\"" """
page/page-goto.spec.ts › js redirect overrides url bar navigation ,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 0 + Received + 2  Array [  ""started b"", + ""started c"",  ""finished b"", + ""finished c"",  ] Call Log: - Test timeout of 15000ms exceeded"
page/page-goto.spec.ts › should work with self requesting page,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-31.0""} 62C52DF6BEAB6CB431B2C21D8B564FDB call rejected because the connection has been closed."
page/page-goto.spec.ts › should send referer,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://google.com/"" Received: undefined"
page/page-goto.spec.ts › should send referer of cross-origin URL,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""https://microsoft.com/xbox/"" Received: undefined"
page/page-goto.spec.ts › should override referrer-policy,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""http://microsoft.com/"" Received: undefined"
page/page-goto.spec.ts › should fail when canceled by another navigation,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-3.0""} BD91F45C307D9E2EB8898FC110552200 call rejected because the connection has been closed."
page/page-goto.spec.ts › should work with lazy loading iframes,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} A10965078C895B3DACB4CC16BBAD168A call rejected because the connection has been closed."
page/page-goto.spec.ts › should report raw buffer for main resource,failed,unexpected,Should have failed: Chromium sends main resource as text
page/page-keyboard.spec.ts › should shift raw codes,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality - Expected - 3 + Received + 3  Keydown: Shift ShiftLeft LEFT [Shift] - Keydown: # Digit3 STANDARD [Shift] + Keydown: 3 Digit3 STANDARD [Shift] - Keypress: # Digit3 STANDARD 35 [Shift] + Keypress: 3 Digit3 STANDARD 51 [Shift] - Keyup: # Digit3 STANDARD [Shift] + Keyup: 3 Digit3 STANDARD [Shift]  Keyup: Shift ShiftLeft LEFT []
page/page-keyboard.spec.ts › should press audio and media control keys,passed,unexpected,"Error: keyboard.press: Unknown key: ""AudioVolumeMute"""
page/page-navigation.spec.ts › should work with _blank target in form,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-idle.spec.ts › should wait for networkidle from the popup,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-idle.spec.ts › should not wait for an open EventSource connection,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-idle.spec.ts › should not wait for an open EventSource connection in setContent,passed,unexpected,Test timeout of 15000ms exceeded.
page/page-network-request.spec.ts › should get the same headers as the server,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 8 + Received + 0  Object { - ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/jxl,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"", - ""accept-encoding"": ""gzip, deflate, br, zstd"",  ""accept-language"": ""en-US"", - ""connection"": ""keep-alive"", - ""host"": ""localhost:11095"",  ""sec-ch-ua"": ""\""Chromium\"";v=\""155\"", \""Not(A:Brand\"";v=\""24\"""",  ""sec-ch-ua-mobile"": ""?0"",  ""sec-ch-ua-platform"": ""\""Linux\"""", - ""sec-fetch-dest"": ""document"", - ""sec-fetch-mode"": ""navigate"", - ""sec-fetch-site"": ""none"", - ""sec-fetch-user"": ""?1"",  ""upgrade-insecure-requests"": ""1"",  ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/155.0.0.0 Safari/537.36"","
page/page-network-request.spec.ts › should not return allHeaders() until they are available,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 8 + Received + 0  Object { - ""accept"": ""text/html,application/xhtml+xml,application/xml;q=0.9,image/jxl,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7"", - ""accept-encoding"": ""gzip, deflate, br, zstd"",  ""accept-language"": ""en-US"", - ""connection"": ""keep-alive"", - ""host"": ""localhost:11099"",  ""sec-ch-ua"": ""\""Chromium\"";v=\""155\"", \""Not(A:Brand\"";v=\""24\"""",  ""sec-ch-ua-mobile"": ""?0"",  ""sec-ch-ua-platform"": ""\""Linux\"""", - ""sec-fetch-dest"": ""document"", - ""sec-fetch-mode"": ""navigate"", - ""sec-fetch-site"": ""none"", - ""sec-fetch-user"": ""?1"",  ""upgrade-insecure-requests"": ""1"",  ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/155.0.0.0 Safari/537.36"","
page/page-network-request.spec.ts › should get the same headers as the server CORS,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 8 + Received + 0  Object { - ""accept"": ""*/*"", - ""accept-encoding"": ""gzip, deflate, br, zstd"",  ""accept-language"": ""en-US"", - ""connection"": ""keep-alive"", - ""host"": ""127.0.0.1:11103"", - ""origin"": ""http://localhost:11103"",  ""referer"": ""http://localhost:11103/"",  ""sec-ch-ua"": ""\""Chromium\"";v=\""155\"", \""Not(A:Brand\"";v=\""24\"""",  ""sec-ch-ua-mobile"": ""?0"",  ""sec-ch-ua-platform"": ""\""Linux\"""", - ""sec-fetch-dest"": ""empty"", - ""sec-fetch-mode"": ""cors"", - ""sec-fetch-site"": ""cross-site"",  ""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/155.0.0.0 Safari/537.36"",  }"
page/page-network-request.spec.ts › should return postData,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""{\""foo\"":\""bar\""}"" Received: null"
page/page-network-request.spec.ts › should work with binary post data,passed,unexpected,TypeError: Cannot read properties of null (reading 'length')
page/page-network-request.spec.ts › should work with binary post data and interception,passed,unexpected,TypeError: Cannot read properties of null (reading 'length')
page/page-network-request.spec.ts › should get |undefined| with postData() when there is no post data,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-5.0""} B813AC0F0A46BBEECC1145AA2B26D395 call rejected because the connection has been closed."
page/page-network-request.spec.ts › should parse the json post data,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""foo"": ""bar""} Received: null"
page/page-network-request.spec.ts › should parse the data if content-type is application/x-www-form-urlencoded,passed,unexpected,Error: expect(received).toBeTruthy() Received: null
page/page-network-request.spec.ts › should parse the data if content-type is application/x-www-form-urlencoded; charset=UTF-8,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality Expected: {""baz"": ""123"", ""foo"": ""bar""} Received: null"
page/page-network-request.spec.ts › should get |undefined| with postDataJSON() when there is no post data,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} B4AD37EAEC9A7528CFFB017C3424F012 call rejected because the connection has been closed."
